store_id,date,day_of_week,is_weekend,is_public_holiday,is_school_term,is_retail_peak,demand_index,transaction_count,sales_amount
3,2024-10-07,0,False,False,False,True,99.88,100,4203.94
4,2024-10-07,0,False,False,False,True,207.26,207,7998.64
5,2024-10-07,0,False,False,False,True,195.3,195,6913.84
6,2024-10-07,0,False,False,False,True,185.27,185,9224.72
7,2024-10-07,0,False,False,False,True,200.87,201,10979.45
8,2024-10-07,0,False,False,False,True,163.92,164,7189.85
9,2024-10-07,0,False,False,False,True,88.29,88,3408.4
10,2024-10-07,0,False,False,False,True,137.03,137,6170.06
11,2024-10-07,0,False,False,False,True,183.35,183,9359.75
12,2024-10-07,0,False,False,False,True,151.42,151,6937.34
1,2024-10-08,1,False,False,False,True,94.28,94,5105.95
2,2024-10-08,1,False,False,False,True,185.01,185,9134.09
3,2024-10-08,1,False,False,False,True,113.83,114,6196.65
4,2024-10-08,1,False,False,False,True,180.04,180,7496.41
5,2024-10-08,1,False,False,False,True,214.16,214,9657.28
6,2024-10-08,1,False,False,False,True,191.73,192,10326.17
7,2024-10-08,1,False,False,False,True,180.73,181,7269.31
8,2024-10-08,1,False,False,False,True,173.77,174,7515.31
9,2024-10-08,1,False,False,False,True,103.08,103,4917.86
10,2024-10-08,1,False,False,False,True,114.01,114,4700.35
11,2024-10-08,1,False,False,False,True,211.19,211,8819.64
12,2024-10-08,1,False,False,False,True,142.17,142,6368.98
1,2024-10-09,2,False,False,False,True,104.81,105,5094.96
2,2024-10-09,2,False,False,False,True,239.72,240,11568.48
3,2024-10-09,2,False,False,False,True,106.64,107,4936.88
4,2024-10-09,2,False,False,False,True,158.8,159,7885.37
5,2024-10-09,2,False,False,False,True,237.82,238,10388.82
6,2024-10-09,2,False,False,False,True,194.99,195,8031.77
7,2024-10-09,2,False,False,False,True,115.52,116,5821.75
8,2024-10-09,2,False,False,False,True,137.25,137,7144.82
9,2024-10-09,2,False,False,False,True,94.2,94,4337.28
10,2024-10-09,2,False,False,False,True,151.63,152,6853.69
11,2024-10-09,2,False,False,False,True,145.0,145,5442.63
12,2024-10-09,2,False,False,False,True,117.71,118,5119.36
1,2024-10-10,3,False,False,False,True,145.64,146,6831.8
2,2024-10-10,3,False,False,False,True,148.51,149,5425.57
3,2024-10-10,3,False,False,False,True,124.95,125,4808.78
4,2024-10-10,3,False,False,False,True,183.12,183,6832.78
5,2024-10-10,3,False,False,False,True,250.37,250,9973.72
6,2024-10-10,3,False,False,False,True,219.29,219,9987.81
7,2024-10-10,3,False,False,False,True,213.47,213,10177.68
8,2024-10-10,3,False,False,False,True,140.52,141,6860.31
9,2024-10-10,3,False,False,False,True,123.19,123,5595.19
10,2024-10-10,3,False,False,False,True,153.51,154,8350.42
11,2024-10-10,3,False,False,False,True,144.19,144,5225.65
12,2024-10-10,3,False,False,False,True,186.6,187,8358.43
1,2024-10-11,4,False,False,False,True,141.97,142,7669.48
2,2024-10-11,4,False,False,False,True,203.36,203,7407.54
3,2024-10-11,4,False,False,False,True,157.35,157,7522.71
4,2024-10-11,4,False,False,False,True,155.55,156,6312.91
5,2024-10-11,4,False,False,False,True,203.74,204,7203.52
6,2024-10-11,4,False,False,False,True,214.4,214,10266.54
7,2024-10-11,4,False,False,False,True,210.48,210,9629.4
8,2024-10-11,4,False,False,False,True,214.73,215,11818.76
9,2024-10-11,4,False,False,False,True,163.9,164,8142.32
10,2024-10-11,4,False,False,False,True,181.15,181,7720.94
11,2024-10-11,4,False,False,False,True,195.5,195,10310.93
12,2024-10-11,4,False,False,False,True,190.34,190,9104.12
1,2024-10-12,5,True,False,False,True,181.32,181,8449.53
2,2024-10-12,5,True,False,False,True,256.05,256,11742.94
3,2024-10-12,5,True,False,False,True,163.97,164,6257.55
4,2024-10-12,5,True,False,False,True,237.24,237,8324.85
5,2024-10-12,5,True,False,False,True,276.31,276,13836.05
6,2024-10-12,5,True,False,False,True,278.93,279,11082.49
7,2024-10-12,5,True,False,False,True,233.05,233,10320.67
8,2024-10-12,5,True,False,False,True,205.17,205,7917.45
9,2024-10-12,5,True,False,False,True,221.11,221,11596.58
10,2024-10-12,5,True,False,False,True,192.43,192,8403.51
11,2024-10-12,5,True,False,False,True,366.6,367,14831.67
12,2024-10-12,5,True,False,False,True,257.64,258,13105.01
1,2024-10-13,6,True,False,False,True,147.15,147,6726.34
2,2024-10-13,6,True,False,False,True,259.24,259,11055.72
3,2024-10-13,6,True,False,False,True,195.95,196,7138.44
4,2024-10-13,6,True,False,False,True,150.97,151,7904.39
5,2024-10-13,6,True,False,False,True,269.19,269,14327.48
6,2024-10-13,6,True,False,False,True,199.6,200,9618.64
7,2024-10-13,6,True,False,False,True,204.59,205,10110.84
8,2024-10-13,6,True,False,False,True,196.03,196,9931.87
9,2024-10-13,6,True,False,False,True,168.18,168,6768.88
10,2024-10-13,6,True,False,False,True,214.27,214,9584.41
11,2024-10-13,6,True,False,False,True,296.0,296,15854.49
12,2024-10-13,6,True,False,False,True,202.83,203,7579.12
1,2024-10-14,0,False,False,True,False,76.28,76,2943.13
2,2024-10-14,0,False,False,True,False,180.29,180,9735.75
3,2024-10-14,0,False,False,True,False,111.19,111,5312.65
4,2024-10-14,0,False,False,True,False,139.06,139,6198.68
5,2024-10-14,0,False,False,True,False,163.41,163,8723.84
6,2024-10-14,0,False,False,True,False,207.4,207,10707.09
7,2024-10-14,0,False,False,True,False,133.1,133,6322.08
8,2024-10-14,0,False,False,True,False,131.87,132,4767.81
9,2024-10-14,0,False,False,True,False,110.24,110,3881.79
10,2024-10-14,0,False,False,True,False,126.76,127,4746.95
11,2024-10-14,0,False,False,True,False,185.8,186,8665.39
12,2024-10-14,0,False,False,True,False,135.16,135,6834.22
1,2024-10-15,1,False,False,True,False,96.22,96,4748.16
2,2024-10-15,1,False,False,True,False,159.91,160,7697.32
3,2024-10-15,1,False,False,True,False,49.03,49,1934.66
4,2024-10-15,1,False,False,True,False,123.99,124,6661.94
5,2024-10-15,1,False,False,True,False,153.88,154,6788.98
6,2024-10-15,1,False,False,True,False,142.08,142,6775.29
7,2024-10-15,1,False,False,True,False,109.07,109,3974.21
8,2024-10-15,1,False,False,True,False,137.89,138,5029.02
9,2024-10-15,1,False,False,True,False,109.31,109,4635.18
10,2024-10-15,1,False,False,True,False,118.46,118,4408.64
11,2024-10-15,1,False,False,True,False,171.89,172,8511.6
12,2024-10-15,1,False,False,True,False,176.46,176,6281.2
1,2024-10-16,2,False,False,True,False,93.07,93,3959.68
2,2024-10-16,2,False,False,True,False,240.98,241,9801.88
3,2024-10-16,2,False,False,True,False,82.99,83,3248.7
4,2024-10-16,2,False,False,True,False,104.94,105,5427.56
5,2024-10-16,2,False,False,True,False,162.41,162,8810.46
6,2024-10-16,2,False,False,True,False,221.04,221,9629.79
7,2024-10-16,2,False,False,True,False,113.03,113,4167.13
8,2024-10-16,2,False,False,True,False,154.64,155,7191.71
9,2024-10-16,2,False,False,True,False,90.89,91,4408.27
10,2024-10-16,2,False,False,True,False,202.81,203,8349.39
11,2024-10-16,2,False,False,True,False,146.51,147,5575.86
12,2024-10-16,2,False,False,True,False,124.3,124,6114.89
1,2024-10-17,3,False,False,True,False,103.72,104,5608.9
2,2024-10-17,3,False,False,True,False,189.05,189,7032.79
3,2024-10-17,3,False,False,True,False,127.34,127,4662.69
4,2024-10-17,3,False,False,True,False,129.19,129,6907.48
5,2024-10-17,3,False,False,True,False,208.53,209,10928.14
6,2024-10-17,3,False,False,True,False,217.42,217,9504.99
7,2024-10-17,3,False,False,True,False,182.63,183,8867.45
8,2024-10-17,3,False,False,True,False,161.74,162,5982.73
9,2024-10-17,3,False,False,True,False,85.26,85,3892.68
10,2024-10-17,3,False,False,True,False,176.28,176,7073.37
11,2024-10-17,3,False,False,True,False,137.69,138,6726.71
12,2024-10-17,3,False,False,True,False,132.6,133,7303.96
1,2024-10-18,4,False,False,True,False,119.02,119,5970.39
2,2024-10-18,4,False,False,True,False,196.13,196,9001.71
3,2024-10-18,4,False,False,True,False,139.98,140,5046.39
4,2024-10-18,4,False,False,True,False,209.84,210,8436.7
5,2024-10-18,4,False,False,True,False,210.4,210,10341.71
6,2024-10-18,4,False,False,True,False,247.26,247,11325.68
7,2024-10-18,4,False,False,True,False,184.68,185,8391.37
8,2024-10-18,4,False,False,True,False,180.02,180,9130.61
9,2024-10-18,4,False,False,True,False,110.51,111,3993.94
10,2024-10-18,4,False,False,True,False,223.81,224,11035.38
11,2024-10-18,4,False,False,True,False,262.8,263,12909.35
12,2024-10-18,4,False,False,True,False,168.06,168,8764.43
1,2024-10-19,5,True,False,True,False,142.52,143,5788.19
2,2024-10-19,5,True,False,True,False,315.07,315,14229.54
3,2024-10-19,5,True,False,True,False,124.74,125,5484.22
4,2024-10-19,5,True,False,True,False,315.6,316,15403.05
5,2024-10-19,5,True,False,True,False,198.47,198,9328.31
6,2024-10-19,5,True,False,True,False,271.59,272,13398.73
7,2024-10-19,5,True,False,True,False,212.55,213,7935.29
8,2024-10-19,5,True,False,True,False,212.72,213,8230.98
9,2024-10-19,5,True,False,True,False,141.3,141,7135.61
10,2024-10-19,5,True,False,True,False,184.66,185,8472.37
11,2024-10-19,5,True,False,True,False,280.9,281,12795.57
12,2024-10-19,5,True,False,True,False,182.23,182,7020.33
1,2024-10-20,6,True,False,True,False,139.66,140,5481.97
2,2024-10-20,6,True,False,True,False,251.35,251,11763.96
3,2024-10-20,6,True,False,True,False,157.35,157,7454.0
4,2024-10-20,6,True,False,True,False,185.33,185,8566.04
5,2024-10-20,6,True,False,True,False,251.07,251,9266.04
6,2024-10-20,6,True,False,True,False,216.37,216,8923.92
7,2024-10-20,6,True,False,True,False,155.0,155,7141.55
8,2024-10-20,6,True,False,True,False,211.38,211,8583.41
9,2024-10-20,6,True,False,True,False,121.12,121,4638.69
10,2024-10-20,6,True,False,True,False,208.05,208,11207.1
11,2024-10-20,6,True,False,True,False,185.85,186,8634.5
12,2024-10-20,6,True,False,True,False,127.77,128,6816.08
1,2024-10-21,0,False,False,True,False,126.83,127,5935.94
2,2024-10-21,0,False,False,True,False,164.24,164,7160.91
3,2024-10-21,0,False,False,True,False,83.9,84,4143.45
4,2024-10-21,0,False,False,True,False,106.3,106,4428.12
5,2024-10-21,0,False,False,True,False,149.83,150,6199.93
6,2024-10-21,0,False,False,True,False,195.22,195,8010.46
7,2024-10-21,0,False,False,True,False,130.68,131,6238.27
8,2024-10-21,0,False,False,True,False,143.65,144,5514.84
9,2024-10-21,0,False,False,True,False,102.76,103,5529.77
10,2024-10-21,0,False,False,True,False,124.28,124,4659.1
11,2024-10-21,0,False,False,True,False,150.26,150,5584.4
12,2024-10-21,0,False,False,True,False,97.73,98,3689.46
1,2024-10-22,1,False,False,True,False,79.36,79,2789.78
2,2024-10-22,1,False,False,True,False,150.0,150,5703.83
3,2024-10-22,1,False,False,True,False,87.74,88,4119.25
4,2024-10-22,1,False,False,True,False,144.82,145,5643.46
5,2024-10-22,1,False,False,True,False,155.27,155,8388.88
6,2024-10-22,1,False,False,True,False,155.0,155,5823.08
7,2024-10-22,1,False,False,True,False,126.57,127,6184.65
8,2024-10-22,1,False,False,True,False,112.9,113,4115.67
9,2024-10-22,1,False,False,True,False,79.83,80,4061.33
10,2024-10-22,1,False,False,True,False,122.27,122,6369.93
11,2024-10-22,1,False,False,True,False,188.75,189,9434.43
12,2024-10-22,1,False,False,True,False,146.37,146,7104.06
1,2024-10-23,2,False,False,True,False,91.33,91,3393.45
2,2024-10-23,2,False,False,True,False,207.42,207,7824.38
3,2024-10-23,2,False,False,True,False,75.75,76,3753.3
4,2024-10-23,2,False,False,True,False,147.15,147,6302.81
5,2024-10-23,2,False,False,True,False,193.47,193,7099.22
6,2024-10-23,2,False,False,True,False,211.14,211,10461.88
7,2024-10-23,2,False,False,True,False,120.01,120,4600.45
8,2024-10-23,2,False,False,True,False,161.38,161,6989.67
9,2024-10-23,2,False,False,True,False,85.8,86,3760.96
10,2024-10-23,2,False,False,True,False,129.26,129,4659.48
11,2024-10-23,2,False,False,True,False,198.61,199,8535.55
12,2024-10-23,2,False,False,True,False,116.95,117,4721.72
1,2024-10-24,3,False,False,True,False,107.0,107,4823.8
2,2024-10-24,3,False,False,True,False,161.3,161,7557.67
3,2024-10-24,3,False,False,True,False,93.19,93,3428.53
4,2024-10-24,3,False,False,True,False,145.31,145,5192.32
5,2024-10-24,3,False,False,True,False,183.73,184,9126.52
6,2024-10-24,3,False,False,True,False,159.32,159,6001.78
7,2024-10-24,3,False,False,True,False,156.5,157,6159.17
8,2024-10-24,3,False,False,True,False,162.41,162,6462.78
9,2024-10-24,3,False,False,True,False,99.43,99,3825.04
10,2024-10-24,3,False,False,True,False,180.34,180,8602.89
11,2024-10-24,3,False,False,True,False,169.64,170,9028.36
12,2024-10-24,3,False,False,True,False,136.48,136,6276.3
1,2024-10-25,4,False,False,True,False,98.84,99,3791.35
2,2024-10-25,4,False,False,True,False,229.62,230,10009.13
3,2024-10-25,4,False,False,True,False,124.53,125,5663.52
4,2024-10-25,4,False,False,True,False,179.05,179,9529.78
5,2024-10-25,4,False,False,True,False,254.19,254,11614.35
6,2024-10-25,4,False,False,True,False,272.34,272,9999.13
7,2024-10-25,4,False,False,True,False,250.57,251,10528.47
8,2024-10-25,4,False,False,True,False,181.15,181,6808.07
9,2024-10-25,4,False,False,True,False,140.51,141,4992.05
10,2024-10-25,4,False,False,True,False,154.68,155,7563.4
11,2024-10-25,4,False,False,True,False,197.13,197,8261.31
12,2024-10-25,4,False,False,True,False,137.55,138,5096.42
1,2024-10-26,5,True,False,True,False,209.08,209,10612.61
2,2024-10-26,5,True,False,True,False,258.5,258,12308.11
3,2024-10-26,5,True,False,True,False,165.73,166,8258.79
4,2024-10-26,5,True,False,True,False,275.2,275,13867.88
5,2024-10-26,5,True,False,True,False,222.78,223,11669.83
6,2024-10-26,5,True,False,True,False,257.91,258,11682.46
7,2024-10-26,5,True,False,True,False,226.59,227,9379.19
8,2024-10-26,5,True,False,True,False,226.49,226,11166.79
9,2024-10-26,5,True,False,True,False,140.46,140,6410.53
10,2024-10-26,5,True,False,True,False,175.29,175,7933.38
11,2024-10-26,5,True,False,True,False,258.81,259,10665.91
12,2024-10-26,5,True,False,True,False,135.64,136,6701.09
1,2024-10-27,6,True,False,True,False,137.72,138,6427.92
2,2024-10-27,6,True,False,True,False,281.62,282,14363.33
3,2024-10-27,6,True,False,True,False,152.7,153,6103.34
4,2024-10-27,6,True,False,True,False,161.93,162,5901.77
5,2024-10-27,6,True,False,True,False,225.57,226,11592.49
6,2024-10-27,6,True,False,True,False,211.98,212,10675.7
7,2024-10-27,6,True,False,True,False,170.82,171,8869.75
8,2024-10-27,6,True,False,True,False,166.82,167,6644.29
9,2024-10-27,6,True,False,True,False,108.05,108,5471.59
10,2024-10-27,6,True,False,True,False,212.01,212,9711.1
11,2024-10-27,6,True,False,True,False,181.05,181,9547.29
12,2024-10-27,6,True,False,True,False,286.67,287,14456.47
1,2024-10-28,0,False,True,True,False,132.35,132,7126.89
2,2024-10-28,0,False,True,True,False,328.37,328,11597.83
3,2024-10-28,0,False,True,True,False,98.32,98,3529.83
4,2024-10-28,0,False,True,True,False,164.99,165,7104.17
5,2024-10-28,0,False,True,True,False,292.94,293,10677.78
6,2024-10-28,0,False,True,True,False,205.62,206,8541.59
7,2024-10-28,0,False,True,True,False,180.09,180,6821.72
8,2024-10-28,0,False,True,True,False,155.99,156,6596.95
9,2024-10-28,0,False,True,True,False,136.17,136,7294.8
10,2024-10-28,0,False,True,True,False,170.12,170,6757.57
11,2024-10-28,0,False,True,True,False,267.45,267,11117.1
12,2024-10-28,0,False,True,True,False,202.93,203,8563.38
1,2024-10-29,1,False,False,True,False,102.0,102,4002.26
2,2024-10-29,1,False,False,True,False,164.77,165,7024.05
3,2024-10-29,1,False,False,True,False,107.36,107,5279.54
4,2024-10-29,1,False,False,True,False,147.51,148,8043.64
5,2024-10-29,1,False,False,True,False,181.99,182,9686.89
6,2024-10-29,1,False,False,True,False,221.15,221,10285.38
7,2024-10-29,1,False,False,True,False,144.71,145,7546.26
8,2024-10-29,1,False,False,True,False,129.77,130,5982.53
9,2024-10-29,1,False,False,True,False,109.79,110,4534.65
10,2024-10-29,1,False,False,True,False,100.92,101,5391.56
11,2024-10-29,1,False,False,True,False,133.97,134,5046.63
12,2024-10-29,1,False,False,True,False,134.38,134,7353.05
1,2024-10-30,2,False,False,True,False,126.74,127,6483.52
2,2024-10-30,2,False,False,True,False,142.5,143,6030.1
3,2024-10-30,2,False,False,True,False,110.3,110,5820.86
4,2024-10-30,2,False,False,True,False,124.82,125,5006.91
5,2024-10-30,2,False,False,True,False,191.61,192,7250.83
6,2024-10-30,2,False,False,True,False,169.51,170,8787.97
7,2024-10-30,2,False,False,True,False,148.77,149,6442.27
8,2024-10-30,2,False,False,True,False,131.43,131,6239.75
9,2024-10-30,2,False,False,True,False,126.19,126,5422.42
10,2024-10-30,2,False,False,True,False,145.52,146,6867.61
11,2024-10-30,2,False,False,True,False,120.68,121,4393.23
12,2024-10-30,2,False,False,True,False,150.13,150,7481.3
1,2024-10-31,3,False,False,True,False,114.6,115,4176.68
2,2024-10-31,3,False,False,True,False,225.82,226,9238.76
3,2024-10-31,3,False,False,True,False,133.19,133,6866.88
4,2024-10-31,3,False,False,True,False,113.0,113,5743.24
5,2024-10-31,3,False,False,True,False,176.58,177,7690.36
6,2024-10-31,3,False,False,True,False,220.69,221,11263.04
7,2024-10-31,3,False,False,True,False,143.22,143,6051.76
8,2024-10-31,3,False,False,True,False,154.22,154,8111.05
9,2024-10-31,3,False,False,True,False,96.72,97,5001.39
10,2024-10-31,3,False,False,True,False,161.55,162,7479.97
11,2024-10-31,3,False,False,True,False,213.65,214,9199.78
12,2024-10-31,3,False,False,True,False,146.17,146,6960.52
1,2024-11-01,4,False,False,True,False,156.82,157,8101.68
2,2024-11-01,4,False,False,True,False,293.41,293,10737.83
3,2024-11-01,4,False,False,True,False,112.51,113,4236.28
4,2024-11-01,4,False,False,True,False,166.13,166,9069.39
5,2024-11-01,4,False,False,True,False,189.44,189,10119.53
6,2024-11-01,4,False,False,True,False,226.46,226,8432.73
7,2024-11-01,4,False,False,True,False,195.81,196,9061.29
8,2024-11-01,4,False,False,True,False,179.91,180,9882.43
9,2024-11-01,4,False,False,True,False,147.42,147,5708.63
10,2024-11-01,4,False,False,True,False,176.66,177,8917.65
11,2024-11-01,4,False,False,True,False,282.04,282,10157.19
12,2024-11-01,4,False,False,True,False,201.06,201,9995.59
1,2024-11-02,5,True,False,True,False,180.07,180,8239.6
2,2024-11-02,5,True,False,True,False,305.38,305,13301.13
3,2024-11-02,5,True,False,True,False,143.19,143,6368.1
4,2024-11-02,5,True,False,True,False,191.59,192,10246.51
5,2024-11-02,5,True,False,True,False,265.06,265,12186.16
6,2024-11-02,5,True,False,True,False,273.27,273,9735.8
7,2024-11-02,5,True,False,True,False,263.48,263,13599.59
8,2024-11-02,5,True,False,True,False,213.23,213,8859.93
9,2024-11-02,5,True,False,True,False,114.54,115,4342.45
10,2024-11-02,5,True,False,True,False,210.08,210,8260.83
11,2024-11-02,5,True,False,True,False,356.95,357,19153.67
12,2024-11-02,5,True,False,True,False,214.34,214,7698.05
1,2024-11-03,6,True,False,True,False,118.88,119,4251.83
2,2024-11-03,6,True,False,True,False,224.06,224,9961.41
3,2024-11-03,6,True,False,True,False,108.05,108,5510.38
4,2024-11-03,6,True,False,True,False,137.56,138,6737.97
5,2024-11-03,6,True,False,True,False,370.34,370,14393.87
6,2024-11-03,6,True,False,True,False,268.71,269,11906.29
7,2024-11-03,6,True,False,True,False,194.84,195,9084.38
8,2024-11-03,6,True,False,True,False,213.99,214,8532.02
9,2024-11-03,6,True,False,True,False,135.7,136,6481.9
10,2024-11-03,6,True,False,True,False,137.5,138,5186.84
11,2024-11-03,6,True,False,True,False,244.92,245,11051.48
12,2024-11-03,6,True,False,True,False,199.9,200,9009.44
1,2024-11-04,0,False,False,True,False,96.63,97,4927.88
2,2024-11-04,0,False,False,True,False,139.53,140,7385.35
3,2024-11-04,0,False,False,True,False,72.48,72,3215.22
4,2024-11-04,0,False,False,True,False,107.12,107,3851.04
5,2024-11-04,0,False,False,True,False,146.4,146,5824.35
6,2024-11-04,0,False,False,True,False,173.13,173,6119.16
7,2024-11-04,0,False,False,True,False,174.32,174,7863.78
8,2024-11-04,0,False,False,True,False,131.33,131,5276.46
9,2024-11-04,0,False,False,True,False,108.61,109,5850.45
10,2024-11-04,0,False,False,True,False,149.68,150,7264.23
11,2024-11-04,0,False,False,True,False,203.54,204,9058.42
12,2024-11-04,0,False,False,True,False,147.18,147,6489.14
1,2024-11-05,1,False,False,True,False,97.97,98,5031.75
2,2024-11-05,1,False,False,True,False,149.65,150,7281.82
3,2024-11-05,1,False,False,True,False,91.16,91,4284.7
4,2024-11-05,1,False,False,True,False,137.79,138,6218.42
5,2024-11-05,1,False,False,True,False,144.44,144,5091.87
6,2024-11-05,1,False,False,True,False,192.35,192,10093.78
7,2024-11-05,1,False,False,True,False,149.87,150,6516.26
8,2024-11-05,1,False,False,True,False,128.65,129,6937.25
9,2024-11-05,1,False,False,True,False,107.32,107,4362.57
10,2024-11-05,1,False,False,True,False,139.37,139,6700.31
11,2024-11-05,1,False,False,True,False,190.11,190,6894.99
12,2024-11-05,1,False,False,True,False,146.34,146,6293.66
1,2024-11-06,2,False,False,True,False,91.49,91,4570.2
2,2024-11-06,2,False,False,True,False,161.88,162,8797.72
3,2024-11-06,2,False,False,True,False,119.15,119,4844.92
4,2024-11-06,2,False,False,True,False,174.91,175,9602.2
5,2024-11-06,2,False,False,True,False,178.24,178,6314.79
6,2024-11-06,2,False,False,True,False,211.47,211,10062.49
7,2024-11-06,2,False,False,True,False,142.12,142,5249.04
8,2024-11-06,2,False,False,True,False,155.66,156,6711.36
9,2024-11-06,2,False,False,True,False,133.62,134,6570.14
10,2024-11-06,2,False,False,True,False,185.64,186,7208.51
11,2024-11-06,2,False,False,True,False,169.3,169,8222.77
12,2024-11-06,2,False,False,True,False,119.15,119,4773.94
1,2024-11-07,3,False,False,True,False,119.31,119,4475.12
2,2024-11-07,3,False,False,True,False,175.16,175,8359.76
3,2024-11-07,3,False,False,True,False,96.28,96,3786.45
4,2024-11-07,3,False,False,True,False,125.17,125,5750.29
5,2024-11-07,3,False,False,True,False,254.62,255,9241.46
6,2024-11-07,3,False,False,True,False,189.17,189,8330.5
7,2024-11-07,3,False,False,True,False,159.63,160,6306.47
8,2024-11-07,3,False,False,True,False,103.86,104,4520.32
9,2024-11-07,3,False,False,True,False,134.52,135,7104.76
10,2024-11-07,3,False,False,True,False,100.7,101,3803.1
11,2024-11-07,3,False,False,True,False,284.86,285,13998.25
12,2024-11-07,3,False,False,True,False,162.53,163,6514.38
1,2024-11-08,4,False,False,True,False,107.89,108,4875.8
2,2024-11-08,4,False,False,True,False,286.87,287,11574.52
3,2024-11-08,4,False,False,True,False,94.37,94,3589.23
4,2024-11-08,4,False,False,True,False,152.05,152,7342.73
5,2024-11-08,4,False,False,True,False,254.51,255,11746.44
6,2024-11-08,4,False,False,True,False,276.81,277,12538.14
7,2024-11-08,4,False,False,True,False,181.59,182,8670.97
8,2024-11-08,4,False,False,True,False,118.88,119,5861.35
9,2024-11-08,4,False,False,True,False,169.45,169,6230.7
10,2024-11-08,4,False,False,True,False,195.72,196,9950.48
11,2024-11-08,4,False,False,True,False,217.66,218,10119.91
12,2024-11-08,4,False,False,True,False,148.15,148,7652.87
1,2024-11-09,5,True,False,True,False,117.48,117,5464.6
2,2024-11-09,5,True,False,True,False,266.34,266,13435.16
3,2024-11-09,5,True,False,True,False,156.81,157,6329.43
4,2024-11-09,5,True,False,True,False,199.44,199,8706.0
5,2024-11-09,5,True,False,True,False,186.16,186,9790.13
6,2024-11-09,5,True,False,True,False,252.28,252,11375.47
7,2024-11-09,5,True,False,True,False,199.13,199,8978.26
8,2024-11-09,5,True,False,True,False,302.38,302,15177.72
9,2024-11-09,5,True,False,True,False,141.92,142,6216.31
10,2024-11-09,5,True,False,True,False,273.98,274,12295.8
11,2024-11-09,5,True,False,True,False,230.8,231,8617.68
12,2024-11-09,5,True,False,True,False,189.26,189,7261.6
1,2024-11-10,6,True,False,True,False,131.07,131,5674.12
2,2024-11-10,6,True,False,True,False,205.13,205,7583.38
3,2024-11-10,6,True,False,True,False,117.44,117,4362.47
4,2024-11-10,6,True,False,True,False,160.63,161,6372.26
5,2024-11-10,6,True,False,True,False,291.39,291,15229.79
6,2024-11-10,6,True,False,True,False,263.27,263,12161.26
7,2024-11-10,6,True,False,True,False,155.19,155,8475.6
8,2024-11-10,6,True,False,True,False,175.67,176,7322.59
9,2024-11-10,6,True,False,True,False,140.35,140,6742.59
10,2024-11-10,6,True,False,True,False,196.73,197,10167.18
11,2024-11-10,6,True,False,True,False,229.35,229,11128.99
12,2024-11-10,6,True,False,True,False,175.68,176,7184.37
1,2024-11-11,0,False,False,True,False,106.59,107,5215.16
2,2024-11-11,0,False,False,True,False,145.59,146,5195.58
3,2024-11-11,0,False,False,True,False,71.42,71,2730.68
4,2024-11-11,0,False,False,True,False,122.34,122,6252.44
5,2024-11-11,0,False,False,True,False,224.59,225,10102.88
6,2024-11-11,0,False,False,True,False,160.02,160,6307.86
7,2024-11-11,0,False,False,True,False,87.64,88,4201.24
8,2024-11-11,0,False,False,True,False,116.58,117,5716.21
9,2024-11-11,0,False,False,True,False,77.45,77,3735.49
10,2024-11-11,0,False,False,True,False,105.45,105,5479.78
11,2024-11-11,0,False,False,True,False,163.85,164,6694.32
12,2024-11-11,0,False,False,True,False,129.39,129,4579.2
1,2024-11-12,1,False,False,True,False,102.75,103,4824.75
2,2024-11-12,1,False,False,True,False,191.95,192,10282.68
3,2024-11-12,1,False,False,True,False,99.04,99,5005.13
4,2024-11-12,1,False,False,True,False,172.26,172,6130.04
5,2024-11-12,1,False,False,True,False,161.8,162,6570.04
6,2024-11-12,1,False,False,True,False,121.7,122,5578.83
7,2024-11-12,1,False,False,True,False,110.05,110,5168.5
8,2024-11-12,1,False,False,True,False,175.71,176,8896.73
9,2024-11-12,1,False,False,True,False,122.8,123,5739.48
10,2024-11-12,1,False,False,True,False,127.39,127,6758.83
11,2024-11-12,1,False,False,True,False,187.6,188,9857.75
12,2024-11-12,1,False,False,True,False,92.16,92,3639.25
1,2024-11-13,2,False,False,True,False,100.27,100,4662.15
2,2024-11-13,2,False,False,True,False,189.5,189,8192.17
3,2024-11-13,2,False,False,True,False,81.2,81,3882.64
4,2024-11-13,2,False,False,True,False,135.87,136,6245.98
5,2024-11-13,2,False,False,True,False,262.82,263,10467.51
6,2024-11-13,2,False,False,True,False,175.48,175,9009.29
7,2024-11-13,2,False,False,True,False,116.67,117,5318.4
8,2024-11-13,2,False,False,True,False,167.32,167,9126.28
9,2024-11-13,2,False,False,True,False,118.66,119,4270.57
10,2024-11-13,2,False,False,True,False,139.05,139,7441.54
11,2024-11-13,2,False,False,True,False,191.51,192,9059.58
12,2024-11-13,2,False,False,True,False,148.18,148,7128.28
1,2024-11-14,3,False,False,True,False,110.69,111,4210.01
2,2024-11-14,3,False,False,True,False,204.17,204,7185.46
3,2024-11-14,3,False,False,True,False,111.37,111,3940.9
4,2024-11-14,3,False,False,True,False,136.82,137,5105.81
5,2024-11-14,3,False,False,True,False,148.06,148,7750.41
6,2024-11-14,3,False,False,True,False,221.03,221,8584.08
7,2024-11-14,3,False,False,True,False,140.81,141,6782.06
8,2024-11-14,3,False,False,True,False,171.73,172,6549.93
9,2024-11-14,3,False,False,True,False,119.25,119,4438.04
10,2024-11-14,3,False,False,True,False,201.41,201,9224.29
