date,year,month,day,day_of_week,is_weekend,is_public_holiday,public_holiday_name,public_holiday_region,is_school_term,is_retail_peak
2025-12-13,2025,12,13,5,True,False,,,True,False
2025-12-14,2025,12,14,6,True,False,,,True,False
2025-12-15,2025,12,15,0,False,False,,,True,True
2025-12-16,2025,12,16,1,False,False,,,True,True
2025-12-17,2025,12,17,2,False,False,,,True,True
2025-12-18,2025,12,18,3,False,False,,,True,True
2025-12-19,2025,12,19,4,False,False,,,True,True
2025-12-20,2025,12,20,5,True,False,,,False,True
2025-12-21,2025,12,21,6,True,False,,,False,True
2025-12-22,2025,12,22,0,False,False,,,False,True
2025-12-23,2025,12,23,1,False,False,,,False,True
2025-12-24,2025,12,24,2,False,False,,,False,True
2025-12-25,2025,12,25,3,False,True,Christmas Day,,False,True
2025-12-26,2025,12,26,4,False,True,Boxing Day,,False,True
2025-12-27,2025,12,27,5,True,False,,,False,True
2025-12-28,2025,12,28,6,True,False,,,False,True
2025-12-29,2025,12,29,0,False,False,,,False,True
2025-12-30,2025,12,30,1,False,False,,,False,True
2025-12-31,2025,12,31,2,False,False,,,False,True
2026-01-01,2026,1,1,3,False,True,New Year's Day,,False,True
2026-01-02,2026,1,2,4,False,True,Day after New Year's Day,,False,True
2026-01-03,2026,1,3,5,True,False,,,False,True
2026-01-04,2026,1,4,6,True,False,,,False,True
2026-01-05,2026,1,5,0,False,False,,,False,True
2026-01-06,2026,1,6,1,False,False,,,False,True
2026-01-07,2026,1,7,2,False,False,,,False,True
2026-01-08,2026,1,8,3,False,False,,,False,True
2026-01-09,2026,1,9,4,False,False,,,False,True
2026-01-10,2026,1,10,5,True,False,,,False,True
2026-01-11,2026,1,11,6,True,False,,,False,True
2026-01-12,2026,1,12,0,False,False,,,False,True
2026-01-13,2026,1,13,1,False,False,,,False,True
2026-01-14,2026,1,14,2,False,False,,,False,True
2026-01-15,2026,1,15,3,False,False,,,False,True
2026-01-16,2026,1,16,4,False,False,,,False,False
2026-01-17,2026,1,17,5,True,False,,,False,False
2026-01-18,2026,1,18,6,True,False,,,False,False
2026-01-19,2026,1,19,0,False,False,,,False,False
2026-01-20,2026,1,20,1,False,False,,,False,False
2026-01-21,2026,1,21,2,False,False,,,False,False
2026-01-22,2026,1,22,3,False,False,,,False,False
2026-01-23,2026,1,23,4,False,False,,,False,False
2026-01-24,2026,1,24,5,True,False,,,False,False
2026-01-25,2026,1,25,6,True,False,,,False,False
2026-01-26,2026,1,26,0,False,True,Wellington Anniversary,Wellington,True,False
2026-01-27,2026,1,27,1,False,False,,,True,False
2026-01-28,2026,1,28,2,False,False,,,True,False
2026-01-29,2026,1,29,3,False,False,,,True,False
2026-01-30,2026,1,30,4,False,False,,,True,False
2026-01-31,2026,1,31,5,True,False,,,True,False
2026-02-01,2026,2,1,6,True,False,,,True,False
2026-02-02,2026,2,2,0,False,True,Auckland Anniversary,Auckland,True,False
2026-02-03,2026,2,3,1,False,False,,,True,False
2026-02-04,2026,2,4,2,False,False,,,True,False
2026-02-05,2026,2,5,3,False,False,,,True,False
2026-02-06,2026,2,6,4,False,True,Waitangi Day,,True,False
2026-02-07,2026,2,7,5,True,False,,,True,False
2026-02-08,2026,2,8,6,True,False,,,True,False
2026-02-09,2026,2,9,0,False,False,,,True,False
2026-02-10,2026,2,10,1,False,False,,,True,False
2026-02-11,2026,2,11,2,False,False,,,True,False
2026-02-12,2026,2,12,3,False,False,,,True,False
2026-02-13,2026,2,13,4,False,False,,,True,False
2026-02-14,2026,2,14,5,True,False,,,True,False
2026-02-15,2026,2,15,6,True,False,,,True,False
2026-02-16,2026,2,16,0,False,False,,,True,False
2026-02-17,2026,2,17,1,False,False,,,True,False
2026-02-18,2026,2,18,2,False,False,,,True,False
2026-02-19,2026,2,19,3,False,False,,,True,False
2026-02-20,2026,2,20,4,False,False,,,True,False
2026-02-21,2026,2,21,5,True,False,,,True,False
2026-02-22,2026,2,22,6,True,False,,,True,False
2026-02-23,2026,2,23,0,False,False,,,True,False
2026-02-24,2026,2,24,1,False,False,,,True,False
2026-02-25,2026,2,25,2,False,False,,,True,False
2026-02-26,2026,2,26,3,False,False,,,True,False
2026-02-27,2026,2,27,4,False,False,,,True,False
2026-02-28,2026,2,28,5,True,False,,,True,False
2026-03-01,2026,3,1,6,True,False,,,True,False
2026-03-02,2026,3,2,0,False,False,,,True,False
2026-03-03,2026,3,3,1,False,False,,,True,False
2026-03-04,2026,3,4,2,False,False,,,True,False
2026-03-05,2026,3,5,3,False,False,,,True,False
2026-03-06,2026,3,6,4,False,False,,,True,False
2026-03-07,2026,3,7,5,True,False,,,True,False
2026-03-08,2026,3,8,6,True,False,,,True,False
2026-03-09,2026,3,9,0,False,False,,,True,False
2026-03-10,2026,3,10,1,False,False,,,True,False
2026-03-11,2026,3,11,2,False,False,,,True,False
2026-03-12,2026,3,12,3,False,False,,,True,False
2026-03-13,2026,3,13,4,False,False,,,True,False
2026-03-14,2026,3,14,5,True,False,,,True,False
2026-03-15,2026,3,15,6,True,False,,,True,False
2026-03-16,2026,3,16,0,False,False,,,True,False
2026-03-17,2026,3,17,1,False,False,,,True,False
2026-03-18,2026,3,18,2,False,False,,,True,False
2026-03-19,2026,3,19,3,False,False,,,True,False
2026-03-20,2026,3,20,4,False,False,,,True,False
2026-03-21,2026,3,21,5,True,False,,,True,False
2026-03-22,2026,3,22,6,True,False,,,True,False
2026-03-23,2026,3,23,0,False,False,,,True,False
2026-03-24,2026,3,24,1,False,False,,,True,False
2026-03-25,2026,3,25,2,False,False,,,True,False
2026-03-26,2026,3,26,3,False,False,,,True,False
2026-03-27,2026,3,27,4,False,False,,,True,False
2026-03-28,2026,3,28,5,True,False,,,True,False
2026-03-29,2026,3,29,6,True,False,,,True,False
2026-03-30,2026,3,30,0,False,False,,,True,False
2026-03-31,2026,3,31,1,False,False,,,True,False
2026-04-01,2026,4,1,2,False,False,,,True,False
2026-04-02,2026,4,2,3,False,False,,,True,False
2026-04-03,2026,4,3,4,False,True,Good Friday,,True,False
2026-04-04,2026,4,4,5,True,False,,,True,False
2026-04-05,2026,4,5,6,True,False,,,True,False
2026-04-06,2026,4,6,0,False,True,Easter Monday,,True,False
2026-04-07,2026,4,7,1,False,False,,,True,False
2026-04-08,2026,4,8,2,False,False,,,True,False
2026-04-09,2026,4,9,3,False,False,,,True,False
2026-04-10,2026,4,10,4,False,False,,,True,False
2026-04-11,2026,4,11,5,True,False,,,False,True
2026-04-12,2026,4,12,6,True,False,,,False,True
2026-04-13,2026,4,13,0,False,False,,,False,True
2026-04-14,2026,4,14,1,False,False,,,False,True
2026-04-15,2026,4,15,2,False,False,,,False,True
2026-04-16,2026,4,16,3,False,False,,,False,True
2026-04-17,2026,4,17,4,False,False,,,False,True
2026-04-18,2026,4,18,5,True,False,,,False,True
2026-04-19,2026,4,19,6,True,False,,,False,True
2026-04-20,2026,4,20,0,False,False,,,False,True
2026-04-21,2026,4,21,1,False,False,,,False,True
2026-04-22,2026,4,22,2,False,False,,,False,True
2026-04-23,2026,4,23,3,False,False,,,False,True
2026-04-24,2026,4,24,4,False,False,,,False,True
2026-04-25,2026,4,25,5,True,False,,,False,True
2026-04-26,2026,4,26,6,True,False,,,False,True
2026-04-27,2026,4,27,0,False,True,ANZAC Day,,True,False
2026-04-28,2026,4,28,1,False,False,,,True,False
2026-04-29,2026,4,29,2,False,False,,,True,False
2026-04-30,2026,4,30,3,False,False,,,True,False
2026-05-01,2026,5,1,4,False,False,,,True,False
2026-05-02,2026,5,2,5,True,False,,,True,False
2026-05-03,2026,5,3,6,True,False,,,True,False
2026-05-04,2026,5,4,0,False,False,,,True,False
2026-05-05,2026,5,5,1,False,False,,,True,False
2026-05-06,2026,5,6,2,False,False,,,True,False
2026-05-07,2026,5,7,3,False,False,,,True,False
2026-05-08,2026,5,8,4,False,False,,,True,False
2026-05-09,2026,5,9,5,True,False,,,True,False
2026-05-10,2026,5,10,6,True,False,,,True,False
2026-05-11,2026,5,11,0,False,False,,,True,False
2026-05-12,2026,5,12,1,False,False,,,True,False
2026-05-13,2026,5,13,2,False,False,,,True,False
2026-05-14,2026,5,14,3,False,False,,,True,False
2026-05-15,2026,5,15,4,False,False,,,True,False
2026-05-16,2026,5,16,5,True,False,,,True,False
2026-05-17,2026,5,17,6,True,False,,,True,False
2026-05-18,2026,5,18,0,False,False,,,True,False
2026-05-19,2026,5,19,1,False,False,,,True,False
2026-05-20,2026,5,20,2,False,False,,,True,False
2026-05-21,2026,5,21,3,False,False,,,True,False
2026-05-22,2026,5,22,4,False,False,,,True,False
2026-05-23,2026,5,23,5,True,False,,,True,False
2026-05-24,2026,5,24,6,True,False,,,True,False
2026-05-25,2026,5,25,0,False,False,,,True,False
2026-05-26,2026,5,26,1,False,False,,,True,False
2026-05-27,2026,5,27,2,False,False,,,True,False
2026-05-28,2026,5,28,3,False,False,,,True,False
2026-05-29,2026,5,29,4,False,False,,,True,False
2026-05-30,2026,5,30,5,True,False,,,True,False
2026-05-31,2026,5,31,6,True,False,,,True,False
2026-06-01,2026,6,1,0,False,True,King's Birthday,,True,False
2026-06-02,2026,6,2,1,False,False,,,True,False
2026-06-03,2026,6,3,2,False,False,,,True,False
2026-06-04,2026,6,4,3,False,False,,,True,False
2026-06-05,2026,6,5,4,False,False,,,True,False
2026-06-06,2026,6,6,5,True,False,,,True,False
2026-06-07,2026,6,7,6,True,False,,,True,False
2026-06-08,2026,6,8,0,False,False,,,True,False
2026-06-09,2026,6,9,1,False,False,,,True,False
2026-06-10,2026,6,10,2,False,False,,,True,False
2026-06-11,2026,6,11,3,False,False,,,True,False
2026-06-12,2026,6,12,4,False,False,,,True,False
2026-06-13,2026,6,13,5,True,False,,,True,False
2026-06-14,2026,6,14,6,True,False,,,True,False
2026-06-15,2026,6,15,0,False,False,,,True,False
2026-06-16,2026,6,16,1,False,False,,,True,False
2026-06-17,2026,6,17,2,False,False,,,True,False
2026-06-18,2026,6,18,3,False,False,,,True,False
2026-06-19,2026,6,19,4,False,False,,,True,False
2026-06-20,2026,6,20,5,True,False,,,True,False
2026-06-21,2026,6,21,6,True,False,,,True,False
2026-06-22,2026,6,22,0,False,False,,,True,False
2026-06-23,2026,6,23,1,False,False,,,True,False
2026-06-24,2026,6,24,2,False,False,,,True,False
2026-06-25,2026,6,25,3,False,False,,,True,False
2026-06-26,2026,6,26,4,False,False,,,True,False
2026-06-27,2026,6,27,5,True,False,,,True,False
2026-06-28,2026,6,28,6,True,False,,,True,False
2026-06-29,2026,6,29,0,False,False,,,True,False
2026-06-30,2026,6,30,1,False,False,,,True,False
